dataset,filename,description,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
bg60k,3758.png,mainland animation,28,jacket,7.75,8,10,7,6,plain,False,"The books are stacked on a white surface with a slight shadow, creating a simple, neutral backdrop."
bg60k,10542.png,coat rack,28,jacket,8.5,7,10,9,8,lifestyle,False,"The product is set against a modern interior backdrop featuring wood paneling, a mirror, and some greenery."
bg60k,17366.png,coat rack,28,jacket,8.25,7,10,9,7,lifestyle,False,The product is set against a textured grey wall with a light wood floor and minimal lifestyle elements like a chair and plant.
bg60k,7374.png,pipe unblocker,28,jacket,6.25,3,10,8,6,cluttered,True,The cluttered background distracts from the product and reduces its commercial appeal.
bg60k,43153.png,Men jackets,28,jacket,7.5,9,5,9,7,plain,False,The product is displayed against a gradient grey background with shadow effects suggesting a studio lighting setup.
bg60k,5717.png,coat rack,28,jacket,7.75,6,10,8,7,lifestyle,False,"The product is placed in a staged bedroom corner setting with a bed, nightstand, and wall decor visible."
bg60k,47032.png,Down jacket or cotton jacket,28,jacket,9.25,10,10,9,8,plain,False,"The background is a seamless, bright white colour."
bg60k,14928.png,coat rack,28,jacket,8.5,7,10,9,8,lifestyle,False,"The product is set against a styled interior background featuring marble-look wall panels, wood panelling, a painting, and sheer curtains."
bg60k,54638.png,sea pole,28,jacket,8.5,7,10,9,8,lifestyle,False,"The product is set against a dark, textured background resembling water or a rocky surface."
bg60k,32605.png,Men jackets,28,jacket,8.5,9,10,8,7,plain,False,"The background is a gradient grey, transitioning from darker at the top to lighter at the bottom."
bg60k,62000.png,suit,28,jacket,8.75,10,10,9,7,plain,False,"The product is displayed against a solid, light grey gradient background."
bg60k,32378.png,Men jackets,28,jacket,8.75,10,10,9,6,plain,False,"The product is displayed against a seamless, light grey background."
bg60k,22154.png,pipe unblocker,28,jacket,5.25,6,2,8,5,lifestyle,True,"The image is heavily overlaid with Japanese text, significantly reducing its commercial appeal."
bg60k,60186.png,men backpack,29,men fashion,8.0,7,10,9,6,lifestyle,False,"The backpack is resting on a white, quilted surface that resembles a sofa or cushion."
bg60k,18328.png,Men shoulder or crossbody bag,29,men fashion,8.75,10,10,9,7,plain,False,The product is set against a solid black background.
bg60k,17749.png,Men shoulder or crossbody bag,29,men fashion,8.5,8,10,9,7,plain,False,"The background is a mottled grey, resembling a concrete or textured wall."
bg60k,5969.png,Men shoulder or crossbody bag,29,men fashion,9.25,10,10,9,8,plain,False,The product is displayed on a gradient grey background with a soft reflection underneath.
bg60k,21364.png,men backpack,29,men fashion,7.75,6,10,8,7,lifestyle,False,The backpack is positioned in front of a light wood chair with a magazine and glasses placed at the base.
bg60k,39786.png,Men shoulder or crossbody bag,29,men fashion,8.75,10,10,9,7,plain,False,"The product is presented on a plain, light grey background."
bg60k,32863.png,men backpack,29,men fashion,8.5,9,10,8,7,plain,False,The product is set against a gradient grey background with a white surface and a few minimalist props like a camera and sphere.
bg60k,32064.png,men backpack,29,men fashion,8.5,10,10,9,7,plain,False,"The product is set against a seamless, light grey background."
bg60k,62238.png,Men suits,29,men fashion,8.75,9,10,9,8,plain,False,"The product is displayed against a gradient grey background, transitioning from light to dark."
bg60k,3509.png,men backpack,29,men fashion,8.75,9,10,9,7,plain,False,The product is set against a gradient grey abstract background resembling an interior hallway or tunnel.
bg60k,20478.png,men backpack,29,men fashion,8.25,7,10,9,7,lifestyle,False,The product is displayed on a small white table with a few books and glasses as props against a light grey background.
bg60k,39423.png,Men shoulder or crossbody bag,29,men fashion,8.5,8,10,9,7,plain,False,The product is placed against a light grey textured background with a blurred chair visible behind it.
bg60k,47120.png,men backpack,29,men fashion,8.5,7,10,9,8,lifestyle,False,The backpack is placed on a chair with a wooden floor and a table with a book and pen visible in the background.
bg60k,48413.png,Men shoulder or crossbody bag,29,men fashion,7.75,6,10,8,7,lifestyle,False,The product is placed on a dark grey textured surface resembling car upholstery.
bg60k,16287.png,Men shoulder or crossbody bag,29,men fashion,8.5,8,10,9,7,plain,False,The product is placed on concrete-like blocks against a gradient grey and reddish-orange background.
bg60k,27664.png,men backpack,29,men fashion,8.5,8,10,9,7,plain,False,The product is set against a light grey gradient background with a blurred bookshelf and framed picture visible in the distance.
bg60k,18566.png,Men shoulder or crossbody bag,29,men fashion,9.25,10,10,9,8,plain,False,"The product is set against a solid, muted peach-coloured background."
bg60k,26421.png,Men shoulder or crossbody bag,29,men fashion,9.0,9,10,9,8,plain,False,The product is set against a gradient grey background with subtle geometric shapes suggesting a studio lighting setup.
bg60k,29365.png,Men shoulder or crossbody bag,29,men fashion,8.5,8,10,9,7,plain,False,The product is placed against a plain white surface with a framed artwork partially visible in the background.
bg60k,1083.png,Men shoulder or crossbody bag,29,men fashion,8.5,8,10,9,7,plain,False,The product is set against a gradient grey abstract background with geometric shapes.
bg60k,37130.png,men backpack,29,men fashion,9.25,10,10,9,8,plain,False,The product is set against a seamless light grey gradient background.
bg60k,8283.png,Men shoulder or crossbody bag,29,men fashion,9.0,9,10,9,8,plain,False,The product is set against a gradient grey background with abstract geometric shapes creating a sense of depth.
bg60k,55973.png,Men shoulder or crossbody bag,29,men fashion,9.0,9,10,9,8,plain,False,"The background is a gradient of dark grey to black, creating a shadowed effect."
bg60k,18567.png,Men shoulder or crossbody bag,29,men fashion,8.75,10,10,9,7,plain,False,"The product is set against a solid, light peach-coloured background."
bg60k,26328.png,Men shoulder or crossbody bag,29,men fashion,7.75,6,10,8,7,lifestyle,False,"The product is placed on a light-coloured wooden surface with a blurred, industrial-style background featuring a wheel and concrete wall."
bg60k,12558.png,men backpack,29,men fashion,8.5,7,10,9,8,lifestyle,False,The product is placed on a grey surface with a wire grid background and accompanied by a vintage camera and headphones.
bg60k,16070.png,men backpack,29,men fashion,8.25,7,10,9,7,plain,False,The product is set against a black metal grid backdrop with a wooden surface visible at the bottom.
bg60k,31838.png,men backpack,29,men fashion,8.75,10,10,9,7,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,23524.png,men clutch bag,29,men fashion,8.5,9,10,8,7,plain,False,"The background is a gradient of dark grey to black, creating a shadowed effect."
bg60k,58021.png,Men shoulder or crossbody bag,29,men fashion,8.5,9,8,9,8,plain,False,The product is set against a gradient white to light grey background.
bg60k,31981.png,Men shoulder or crossbody bag,29,men fashion,8.75,9,10,9,7,plain,False,"The product is set against a gradient background of light grey and pale blue, with a white geometric shape partially visible beneath."
bg60k,5806.png,men backpack,29,men fashion,8.25,7,10,9,7,plain,False,The product is set against a grey surface with a black wire grid partially visible in the background.
bg60k,15542.png,Men shoulder or crossbody bag,29,men fashion,7.5,9,5,9,7,plain,False,The product is set against a gradient grey background that transitions from light to dark.
bg60k,46477.png,men backpack,29,men fashion,6.75,4,10,8,6,cluttered,True,The cluttered and distracting background detracts from the product and lowers the overall image quality.
bg60k,11438.png,Men suits,29,men fashion,9.25,10,10,9,8,plain,False,"The product is displayed against a gradient grey background, transitioning from darker at the bottom to lighter at the top."
bg60k,659.png,line group,29,men fashion,8.25,10,10,7,6,plain,False,"The product is set against a solid black background with some subtle, blurry white speckles."
bg60k,38285.png,Men shoulder or crossbody bag,29,men fashion,9.25,10,10,9,8,plain,False,The product is set against a gradient blue and white background with shadow effects to create depth.
bg60k,61787.png,men backpack,29,men fashion,8.5,9,10,8,7,plain,False,"The background is a gradient from dark grey to white, creating a studio-like effect."
bg60k,17306.png,men clutch bag,29,men fashion,7.5,6,10,8,6,lifestyle,False,The product is placed on a light brown wooden surface with a book partially visible in the background.
bg60k,11274.png,Men shoulder or crossbody bag,29,men fashion,6.25,3,10,7,6,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,11517.png,men backpack,29,men fashion,9.25,10,10,9,8,plain,False,"The product is set against a seamless, light grey background."
bg60k,429.png,Men shoulder or crossbody bag,29,men fashion,8.75,10,10,9,7,plain,False,The product is set against a very light grey gradient background.
bg60k,36324.png,Men shoulder or crossbody bag,29,men fashion,7.25,8,5,9,7,plain,false,The product is set against a light grey gradient background with a stack of books and a newspaper partially visible below.
bg60k,40907.png,men backpack,29,men fashion,9.25,10,10,9,8,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,6503.png,Men shoulder or crossbody bag,29,men fashion,7.5,6,10,8,6,lifestyle,False,The product is placed on a beige surface with a red shredded paper gift box and a white box partially visible in the background.
bg60k,34985.png,Men shoulder or crossbody bag,29,men fashion,6.25,10,1,8,6,plain,False,"The image is significantly detracted by the large, repetitive text overlays on the product itself."
bg60k,53754.png,Men shoulder or crossbody bag,29,men fashion,9.25,10,10,9,8,plain,False,"The product is set against a dark, gradient grey background with subtle lighting effects."
bg60k,48210.png,men clutch bag,29,men fashion,6.75,4,10,7,6,lifestyle,True,The cluttered car interior background distracts from the product and doesn't clearly showcase its features.
bg60k,10998.png,Men mobile phone bag,29,men fashion,7.75,6,10,8,7,lifestyle,False,"The product is shown attached to a belt and pants, suggesting a lifestyle context of everyday carry."
bg60k,4320.png,men backpack,29,men fashion,8.75,9,10,9,7,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,45320.png,Men shoulder or crossbody bag,29,men fashion,9.0,9,10,9,8,plain,False,The product is set against a light grey gradient background with a subtle geometric pattern.
bg60k,32868.png,Men shoulder or crossbody bag,29,men fashion,9.25,10,10,9,8,plain,False,"The product is set against a solid, light grey gradient background."
bg60k,42340.png,men backpack,29,men fashion,8.75,10,10,9,7,plain,False,"The product is set against a solid, neutral grey gradient background."
bg60k,11496.png,Middle-aged and elderly men clothing,29,men fashion,8.5,9,10,8,7,plain,False,The product is displayed against a gradient grey background.
bg60k,9726.png,line group,29,men fashion,8.25,10,10,7,6,plain,False,"The product is set against a solid black background with some subtle, blurry white speckles."
bg60k,36279.png,Men shoulder or crossbody bag,29,men fashion,8.0,6,10,9,7,lifestyle,False,The product is placed on a wood-grain surface with a blurred book and a pine branch visible in the background.
bg60k,8658.png,Men shoulder or crossbody bag,29,men fashion,8.0,6,10,9,7,lifestyle,False,The product is placed on a folded white paper surface with a few scattered props including headphones and a newspaper.
